Ecosystem;Tidal.R;Genus;Specie;lat;long;S.type;Biomass;Bio SE;Bio SD;Bio n;Stock;Stock SE;Stock SD;Stock n;Flux;Flux SE;Flux SD;years;Flux 100
Seagrass;;Zostera;Zostera marina;;54.711;18.625;0.0056564;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.711;18.625;0.0099882;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;54.711;18.625;0.0065514;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0353346;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0026134;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0410984;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0028998;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0580318;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0708482;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0108474;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.017721;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0917196;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0204418;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0622562;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.01253;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0427452;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.007876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0251316;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.007876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0206208;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0079834;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.059607;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0077328;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.064798;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0724592;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0115992;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.0302152;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.080908;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;45.4;-123.953;0.02148;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.04522972;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.06736486;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.09623756;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.05004124;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.1587909;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.17033998;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.17033998;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.07121336;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0567788;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.05870484;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.05581578;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.04522972;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.05004124;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0856515;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.09816002;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.1135576;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.13377028;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.17707396;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.1549424;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0895;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0606273;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.04619274;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.05004124;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.08083998;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0163606;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.04619274;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0490818;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.03368422;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.03849574;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01828664;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0240576;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01058606;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01347154;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01154908;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0125121;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0125121;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.0240576;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.07410242;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.06159032;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.11548364;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.09046302;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.03945876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01732362;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01828664;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.00673756;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.923;127.788;0.01924608;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.08394384;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.04676196;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.04484666;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.07930058;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.12125818;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.0654424;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.06413212;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.05925974;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.03937284;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.04180724;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.06586484;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.06082778;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.05114388;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.807;128.581;0.05695422;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.06444;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.035442;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.012172;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.15036;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.07876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.728;128.036;0.052626;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;36.622;-121.903;0.0139262;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;36.622;-121.903;0.0076612;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;36.622;-121.903;0.0113486;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.503;-64.668;0.02812448;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.389;-64.606;0.03892892;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.696;-64.811;0.04896366;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.841;-64.935;0.04613188;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;47.381;-64.927;0.04021772;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;47.721;-64.771;0.0494756;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;47.788;-64.672;0.04536218;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.0387168;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.04190287;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.045338986;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.043810479;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.040116251;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.039608093;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.042027893;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.043810479;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.036934214;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.040499386;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.040753465;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.042156949;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.03706327;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.038970879;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.040499386;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.042027893;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.035534763;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.036297;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.032348693;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.032985907;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.03222367;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.032856851;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.034768493;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.035405707;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.034514414;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.035022572;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.02738407;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.0314574;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.030057949;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.032348693;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.033114963;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;34.351;10.3;0.035022572;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.817;-62.617;0.08055;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.54;-63.775;0.071958;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;47.361;-64.937;0.058712;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.123;143.789;0.1481762;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.123;143.789;0.057996;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.041;144.904;0.1059322;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;43.041;144.904;0.0832708;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.067;144.172;0.1749546;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;44.067;144.172;0.085562;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.01432;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.013604;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.031504;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.073748;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.078402;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.067662;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.036516;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;56.619;8.368;0.00895;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.04592424;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0561702;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00941182;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02061364;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02422944;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00976266;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02181652;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0049046;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01277702;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01423408;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02497408;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02181652;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.03249924;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.05449834;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0634018;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.04978706;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.08095096;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.1055563;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.09594758;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.1182474;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.05813204;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.05157348;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.09079238;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.08510018;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0231089;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0126732;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.07003196;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00412058;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00651918;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02603734;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00994166;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00344396;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.04954004;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01629616;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00344396;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02603734;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0155909;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00160026;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.0326675;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01598828;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00651918;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.04472136;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01633912;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.00160026;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01337846;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.02615548;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.01759212;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.03748618;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.03252788;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.08389372;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.05775972;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.04896366;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.06741856;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.13572854;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.05464512;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.13813788;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.28;-76.357;0.14738144;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.342;132.331;0.007876;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;34.342;132.331;0.028998;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.633;-2.045;0.01189634;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.633;-2.045;0.0129596;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.633;-2.045;0.01115528;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;48.633;-2.045;0.01256222;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.015514951;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.016692587;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.035643654;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.005303395;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.016986996;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.019834294;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.037216524;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.00746105;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.007069849;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.006283414;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.642722;9.455;0.015906152;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.007267466;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.004420168;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;42.055374;9.493;0.017971048;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.04028967;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.02730341;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.05496979;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.02185886;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.01072778;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.01121174;;;;;;;;;;;;
Seagrass;;Zostera;Zostera noltii;;43.378;3.614;0.01468012;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.02148;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.01074;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.00537;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.005012;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.00895;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.008234;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.017184;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.02327;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.026134;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.028282;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;30.4514;-116.006;0.01969;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.828;23.155;0.0354062;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.828;23.155;0.0202986;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.828;23.155;0.0200122;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.018974;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.0165396;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.009308;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.0090216;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.828;23.155;0.0151434;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.828;23.155;0.0231626;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.011098;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;59.847;23.25;0.01253;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.02789178;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.1241007;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.1192319;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.08154166;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.14908552;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.08636392;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.03154338;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.02658866;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.02111484;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.01103356;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.01193572;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.0293381;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.05568332;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.06089938;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.09085324;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.04938968;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.02538578;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.02756958;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.01922818;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.0118498;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.01426988;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.01806468;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.03157202;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.03389186;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.806;-69.938;0.00810512;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.00645116;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.02360294;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.04484308;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.0314861;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;41.815;-69.958;0.0053342;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.0158594;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.033473;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.0371246;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.025418;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.0134966;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.0086994;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;37.221;-76.406;0.0103104;;;;;;;;;;;;
Seagrass;;Zostera;Zostera marina;;46.705;-64.817;0.01051804;;;;;;;;;;;;
